B000I9S5BE,Melanie C Wiitanen,5,My daughter (5) really enjoys this show. It's colorful and interactive. She gets to help Blue (the dog) solve problems.
B000I9S5BE,M.G.,5,Such fun and so educational. Perfect show for toddler.  I love to watch the learning. Highly suggest this show for supplemental learning.
B000I9S5BE,Michael Hayes,5,Awesome tv series. My son loves blue clues. Wish it was on more often. He likes then one where Blue talks in the videos too
B000I9S5BE,Patricia A. Fischetti,4,My grandson ask to watches this all the time.  He is a big fan of this show.  The streaming is excellent so the picture quality and sound is clear.
B000I9S5BE,pj ellen,5,My 2 and 3 year old grandsons love Blue's Clues.  I bought Season 1 and downloaded it to my Kindle Fire.  They like to sit in Nana's lap and watch Blue and Steve....and it gives Nana a good excuse to hold and rock the boys.
B000I9S5BE,Tabitha,5,i grew up watching blues clues and now my daughter can enjoy the great music and teachings from fun blue
B000I9S5BE,TIna Cubero,5,This is a great edicational show. My kids have watched the entire run of blues clues. They love to watch blue and Steve
B000I9TWV6,Amazon Customer,5,Well if my two year old had a say she would give it ten stars. I think the show has gotten better since it's introduction. I don't mind her watching it at all and the fact that she surprised me by counting to 5 in Spanish says a lot.
B000I9TWV6,Amazon Customer,5,What is bad about Dora.  Not one thing.  This is my grand children's all time favorite.  The first thing out of their mouths are &#34;I need Dora &#34;. Recommend to anyone
B000I9TWV6,Charlotte Puderbaugh,5,The colors are bright and cheerful. Great story lines.kkeps a child's attention while teaching them life lessons.My grand child really learns a lot from this show
B000I9TWV6,Debbifaye,5,The little short videos is just right for her.  It helps her learn to count and limited Spanish as well as sequencing. Very helpful for learning to read.
B000I9TWV6,DStoor,5,My 4 yr old loves Dora and always enjoys going on adventures. She also like to speak other languages and thinks it is so cool.
B000I9TWV6,DVSRomad,5,Entertaining and informative for the young minds. Granddaughter already is counting to 10 in Spanish and has picked up several words (colors).  She is only 2.
B000I9TWV6,Erin "sneimraej",4,my child loves it.  It is the ABC animal episode.  We don't generally like Dora but this specific episode is really cute and keeps my little guys attention.
B000I9TWV6,exwyzee8,3,I like the show because you can learn Spanish words and that is good exposure for my 3 year old. The show is good for very young children but it is a very simple show.
B000I9TWV6,E. Yeager,4,The grandkids really love Dora the Explorer and is a very good way to learn beginning Spanish a language that they will probably need later on in life.
B000I9TWV6,Jenny K Carney,5,My son loves this show. He is always asking "more Dora more Dora" I like how the show will pick up where u last left off
B000I9TWV6,Jon O "Health Care Worker",4,Age appropriate cartoon packed with learning for my little ones. great job with the show options amazon prime. well done
B000I9TWV6,Kerry,5,I am a nanny an the little girl love this show. Every time we go shopping she screams backpack (what she calls Dora) when she see it.
B000I9TWV6,Kindle Customer,5,My kids enjoy this show.  I like that it's got some educational value and isn't annoying for me to watch with them.
B000I9TWV6,Kindle MomLKS,5,My girls ages 3 and 4 absolutely love Dora and they enjoy these episodes from season 2. They stream easily on the Roku.
B000I9TWV6,Lynda Norton "Highland Enthusiast",5,My grandson LOVES Dora the Explorer and he learns a bit of Spanish too which really isn't the goal of watching this program.
B000I9TWV6,M0ng0l13,3,After watching Dora for the last +10 years! I have Kids ages 3-16!Good for kids. Lots of stuff to learn.
B000I9TWV6,Manismi,5,Both my sons love watching Dora. The language is appropriate for 3-5 year old kids and boots is an awesome addition to the characters.
B000I9TWV6,Mark and Lindsay,4,My kids love to interact with Dora. Both my one year old and 3 year old learn with this show.
B000I9TWV6,mjordan,5,My grandsons love Dora.  I find myself watching right along with them and learning new words.  If you have a preschooler please try Dora.  She is fun and entertaining.
B000I9TWV6,MT,5,Great show for young kids. My thee year old son loves Dora & Diego. Educational & entertaining for kids & will make them want to sing.
B000I9TWV6,patriciavonhartmann,5,Educational and entertaining to the grandkids. Would recommend for anyone with preschoolers. Hope to see more seasons in the future!
B000I9TWV6,Prentice House "LEE",5,Good clean and colorful fun for a four old.  I can always be sure that she will be entertained as she learns about the world she lives in
B000I9TWV6,S. Little,5,She's so enthusiastic and has great adventures!  Our son and daughter both love Dora shows!  They're great enthusiastic fun and the kids learn a little too.
B000IBUIS0,Amazon Customer,3,This season seemed to be more about the artsy predilctions of the actors and producers.  The battle with the Ori became more and more convoluted and was not resolved to my satisfaction with the bad guys getting their butts kicked by the good guys.  I liked the first 9 and would watch them again.  I wouldn't watch season 10 again.
B000IBUIS0,D. Avila "Science Fiction Rules!!",5,If you've never seen the franchise get the movie starring Kurt Russell first.Then get all 10 seasons(there is a boxed set of all 10).Nuff said!!!
B000IBUIS0,I'm here "I'm Here",5,Oh the finale!! Did you get the feels? I did. Man I cried once(on the inside) when I re-watched the most memorable of episodes. Ahh! Why did you have to leave us!!
B000IBUIS0,Koury,5,what an episode. its episodes like this that make me realize that SG-1 isthe best scifi ever. I hope all feel the same!
B000IBUIS0,Paul A Ream Jr,5,Love the characters and seeing them as they develop over time. Very fun show. Episode 200 is awesome. Love it
B000IBUIS0,Rich(Anime&Games Will Always Prevail!),4,While the writers gave us a new enemy in the Ori it also felt a little redundant to do so somewhat since they already were notified that the series would end here. It felt like the writers were hoping that the backers and producers would renew the series for this new saga but after ten years it was time to give the series a decent finale and while you do get the finale it felt a little weak for what the series was.If you already have the other past seasons and for the price of this set I'd say go ahead and add it to your t.v. show collection while not on par with the past eight seasons it still has for the most part an intriguing story and cast to make you watch the season through to the end.
B000IBUIS0,victoria,5,This series is very adventure filled. Not only that but we love the concept of being able to travel to other worlds through a star gate worm hole. How awesome it that! in just seconds you're there. We watched several episodes a night and couldn't wait til the next time we were able to watch. It was fun to see what the team was up to next and what lie ahead on the next planet. You definitely won't be bored with this series.
B000IBUP6A,Kandy Langford,5,Mitchum is always spell binding & he is again.  As a kid "Thunder Road" became part of my psyche (saw at a drive-in).  The song - I will remember to my grave.  Keely Smith as his girl friend couldn't have been more seductive or more in love w/her moonshine runner.  Mitchum always managed to be in trouble no matter which side of the law he was on.  His classic detective films are hard to find - "The Big Sleep" & "Farewell My Lovely".  AGAIN why do most reviewers blab it all?  Paragraphs & paragraphs & paragraphs telling one about a film...ever so boring.  Me thinks these folks have too much time on their hands.  I digress...this film is certainly worth watching.  Impossible to notice other actors - Mitchum w/his sleepy eyes & conspicuous laid back attitude could charm the fur off a pussy cat...
B000IBUP6A,Larry Snider,3,Good movie especially if you like Mitchum.
B000ICRKLM,David E. Meadows "Igor",5,Phenomenal set of writers who seem to know how to keep the series action packed and with characters who the audience enjoy watching.  Strongly recommended for the SCI-FI junkies in the world.
B000ICRKLM,D. Avila "Science Fiction Rules!!",5,I love anything Stargate!!!!!  One of the very few scifi series left on tv.....sad  :o(
B000ICRKLM,E. Helms,5,Clean and fun Sci-fi. Not as dark and mature as Stargate Universe. Most of this felt like a clear good vs evil. Excellent effects budget and decent acting for a TV Sci-Fi. This was probably the best season for this series.
B000ICRKLM,George Beltz,4,At first I was hesitant to start watching the series because I really liked SG-1 and didn't want to be disappointed. After watching the first season I was hooked.
B000ICRKLM,gramdon,5,It is so good that i have watched it for a second time.  Just imagine if this were true.  Great cast.
B000ICRKLM,Pamala Pickard,5,I really like Stargate Atlantis.  I like seeing the characters from the first Stargate series working with the current ones.
B000ICRKLM,Paul A Ream Jr,5,I'm a big fan of this series. The constant fight with the wraith is exciting and makes for good character development. No worries no spoilers here but expect Ann exciting season with very high stakes.
B000ICRKLM,Ruby Chrisman,5,This is a great sci-fi fiction show for the whole family.  We enjoy watching it.  Very glad the whole show is on prime to view.
B000ICRKLM,Vulcanicus,5,the entire series from the first season through the final fifth season is a marvelous creation of imagination. I love the characters and a course the city with all it's amazing technology listening leo's be under comprehension in some cases shouldn't even be in a position. The monsters better created each week or dangers of the universe springs both in outer space in technology lovers races that they came in contact with. The rating the central 1. I enjoyed the up organic feel the race very similar to the movie series alien having that to organic look to the interiors of the ship and there insect always of preserving food and consuming the life force of human being
B000IJRK7O,B. Burdett,4,Good series  Very happy that William Fitchner joined the crew. He's such a good actor and adds a lot to the show.
B000IJRK7O,Donna L. Piccioli "n2 TINK",5,This is an addictive show. Suspense that leaves you wanting to fast forward to next week so you can find out what is going to happen next.
B000IK882Y,Ed Joines,5,I think Bones is a very good show. I love all the characters and the chemistry between all of them is fun to watch.
B000IK882Y,Galen M. Ozawa "ozworks",5,Better than the first.  Know a bit more about the history of the characters and their motivations.  Dr. Seroyan is excellent addition.  You get a hint of grossness of the murder victims but not over much. The writing is still excellent and holds your attention. Looking forward to the new season and more cases.
B000IK882Y,Jodi,5,These are the kind of replays that are always entertaining for the whole family. Enjoyable and good to relax in front of.
B000IK882Y,Lois,5,Again I really Love this show and the people are great the story keeps you wanting for more each week...
B000IK882Y,Lynn Ellingwood "The ESOL Teacher",4,The show is fast paced and a bit thin on story but it is still fun and better than many network shows.  Bones is based on the forensic science unit of the Smithsonian Institution.  The show always has a murder that the show has to solve forensically and the relationship between the workers who seem to work 24/7 adds some spice.  The stories of the Grave Digger and Brennan's father are my favorite.
B000IK882Y,michaelaen_37841,5,Bones are the best series if you like crime and love story then these are the best series for you
B000IK882Y,V Johnson,5,The interaction between Bones and Booth got even better this season.  The change in other characters helped develop the series.
B000IKP5AM,K. Garrety "kellysb00kz",5,I enjoy British comedies. The language makes me think and stay focused.This comedy has always gotten laughs from me.
B000IKQX44,Carol J. Rader "crdvm",3,While I liked this mini-series enough to but all 5 parts- I was disappointed in the non-ending . Maybe there was supposed to be more story later? Major characters are tossed away. I wouldn't see it again.
B000IKQX44,C. Cameron,3,Typical short series kinda sci-fi. Worth the watch if your looking for something easy to watch and have time to kill.
B000IKQX44,Dan Hangen,4,I remember seeing part of this miniseries.  It is a good one and worth watching.  Interesting plot and concept.  Plus the acting is really good.
B000IKQX44,denmich1997,3,The story was interesting but effects and budget where low by BBC standards.  It was nice that it's all wrapped up in just 6 episodes.
B000IKQX44,John V Evans,3,Invasion Earth is a very slow moving Sci-Fi that you really have to try hard to get through the first few episodes. I would not recommend this series.
B000IKQX44,nythawk,4,I wish it had continued and gave more back story on the bad aliens and the good aliens that sent the Lieutenant from WW2 to warn them. It did prove Einsteins theory of relativity was correct. The show would have made a great television series. I won't give any more spoilers. Happy watching
B000IKQX44,Patois,4,I like scifi.  Looked for series 2 but wasn't available.  I'd like to know what happened to her and her colleague!
B000IKQX44,Peggy H. Rose,4,Am enjoying it but wish that more of the scenes were better lighted.  Hard to see sometimes.  A range of accents makes adds to the interest.
B000IKQX44,Robert W. Murray "igsrule",3,Brit show with several downtown abbey regulars in cast.  Ok for middle of night insomnia.  Fred ward should have been a bigger star.
B000IO3OBK,gregory,5,Wow the season with Ozzie.  Watching him swim and do so many of the challenges was fun.  Definitely one of the good seasons!
B000IO3OBK,Jacob Crampton,5,If you love survivor then you will want to checkout this season. This is one of the better seasons.Love it.
B000IO3OBK,mlsigner "mlsigner",5,This is another great show with scenery that is not to be missed.  The challenges and rewards allowed the contestants to enjoy the native island culture.
B000IO3OBK,nancy,5,Wonderful. Need all seasons available to buy.
B000IXUOP0,C. Carnrike "book keeper",5,Love NCIS - enjoyed Season 4.  Watching every episode of every season to date to have a better understanding of the characters.  This is an awesome show.
B000IXUOP0,Cleo,4,The first two episodes' guest stars are Eyal Podell and Brandon Barash - both sleeper stars biding their time in the land of Daytime Television aka soap operas.
B000IXUOP0,D. L. Cheever,5,My wife has become incurably hooked on this show and the eclectic cast of characters. It is entertaining to watch as a result of clever writing and convincingly portrayed characters.  The plots are extremely varied even though they all boil down to the same crime scene investigation theme. There are both ongoing story lines as well as satisfactory resolution of crimes in each episode. The person who dreamed up the character of Abbey deserves a gold star and the role is convincingly as well as entertainingly played.
B000IXUOP0,Kris,5,I have ordered all the seasons of NCIS so far and have had no problems with any of the DVDs. All have come fast and when they said they would come.
B000IXUOP0,Michelle Polk,5,another great season. My only complaint is how it ended. it was just over. It was like the writers just ran out of steam and left us hanging. The development of the characters in this season has been a great.
B000IXUOP0,movie lover "jean",4,I have not had a chance to view this DVD yet but it appears to be in good condition.  Thank You
B000IXUOP0,nelly123,5,Great series and would recommend it to anyone over the age of 18 years  I gave it a five star rating
B000J0Q1KO,Amazon Customer,5,I am one of those people who chooses not to pay for cable so I buy the programs I enjoy and know that will enjoy watch many times.  This series is one of my favorites and I have just about all of the seasons.  I really like William Peterson so I am not sure I will buy any more once he leaves in season 8 or 9.  I find that when I watch them again I see something I missed the times before so it is well worth the money to be able to have control over what I watch and when I watch it.
B000J0Q1KO,cozzetta,5,Excellent!
B000J0Q1KO,D. R. Roberts,5,C.S.I. Crime Scene Investigation - The Complete Seventh Season DvdQuick Delivery! New Condition. Excellent series.HIghly recommend Amazon!!
B000J0Q1KO,Michael Dobey,5,As many people said this show kept getting better each year.The crimes are interesting and the cast is believable and solid.The introduction of the new Character Keppler was a great move although his sudden demise due to a corrupt cop is this seasons one strained aspect. After all if the corrupt cop was going to kill his partner he would be unlikely to do it in Vegas when he's from Trenton. However that's not implausible and he was after all blackmailing Keppler. So  people do things all the time that don't make any sense even bad cops. So even a strained episode of "CSI" is still top rate entertainment.Overall the series was at it's peak during this season and the next.The ninth season is excellent too but long time viewers are without three of their favorite characters.  As many posters pointed out this is one of the entire series best seasons and that's true enough because it remains a fascinating show and thankfully there's no techno soundtrack like on later episodes of "CSI New York". (which is a great show otherwise).  And that's just another reason to enjoy this wonderful show.
B000J0Q1KO,Michelle Polk,4,THis season is better than the sixth!! More story is given about Grisham and Sarah. The miniture killer was strung all the way through the season. It was great! It seems like the show is going to continue to get better. The ending is left with a cliff hanger and that is the only negative.
B000J0Q1KO,Penny,5,This CSI Season is another great one!  Stories are always interesting and enjoyable. Peterson is one of my favorites. Would highly recommend!
B000J1B1PI,Bill "I'm a Hispanic man who likes mostly non...,4,This season's writers and the regular actors continue to produce exciting and engaging stories and roles to yield another interesting season. It may not be the same caliber as the previous ones but it continues to provide entertaining episodes and peek my interest in the characters development (and love interests).
B000J1B1PI,mike  hopkins "mike hopkins",5,Great series and enjoyable to watch.I like how math is used to help solve the different cases.The characters are really down to earth and this series showed life outside the F.B.I.office. Mike
B000J1B1PI,tigerfire2002,5,The storylines in this season are awesome!**SPOILER**My favorite part of this season is Charlie and Amita finally get together officially.
B000J46A6K,Janet Atkinson - Q15J,1,ordinarily I love British comedy but there was really nothing funny that I could find in this sitcom. . .
B000J46A6K,Joan Bachman,5,My favorite characters are Sir Humphrey and the Minister.  Sir Humphrey can twist a simple sentence or command of the Minister in such a way that you cannot remember the question at all.  He is a riot.
B000J46A6K,Tom,3,Off to a slow start in episode one but shows promise. I will continue with that hope and give a more in depth eval.
B000JEZBNI,Ron in Western Maryland,5,I bought this episde of the Outer Limits purely from never forgetting watching it back in the 60's.  It was one of my favorites then and still is.
B000JO9JHW,Brad Lovett Cohen "claymate26",5,Loved it. I have always wondered what was the hype around this show. Now I know. This show is amazing.
B000JO9JHW,joe,4,If you don't start out liking it keep on watching it gets better. Below are my ratings of each individual season.Season 1: 7/10Season 2: 8/10Season 3: 6/10Season 4: 10/10Season 5: 9/10Season 6: 9/10Season 7: 10/10Season 8 (the final season) is hopefully good.
B000JO9JHW,Mary Louise Pivec,5,Who knew a serial killer could be so charming?
B000JO9JHW,Rich Mahogany,5,One of the best seasons of Dexter besides 4 and 7 in my opinion. With a great villain and awesome story this was a perfect start for everyone's new favorite serial killer.
B000JO9JHW,S. Warren,5,Honestly was surprised how watching a serial killer who kills other serial killers sucks a person into the show so easily.
B000JQYE4I,Annie Hall,5,Vic and the crew are a good ensemble cast who have so much going on in their lives you wonder how they'll pull it off
B000JQYE4I,Cheryl Carter "cartec",5,I have watched all six seasons and I am about to finish the series.  Every episode keeps you on the edge of your seat.  The roller coaster ride is never ending and I am going to miss the series when I finish.  I wish that there was something to take it's place.  Michael Chiklis and the rest of the cast step out of the story and grab you by the shirt and never let go.
B000JQYE4I,Esther Melchor "Cat Lady",5,I loved this show. I had never heard of it until recently and I'm glad I started watching it. Addicting.
B000JQYE4I,Frankie D,5,A great series and this season turned everything upside down. Mackey and his crew are under fire and Forrest Whitaker is out to get them and bring them down. This was was one of the most emotional and shocking seasons ever for this great show. A must buy series if you love cop dramas. This is the best cop show. It is dark and it pulls no punches. Once you watch it you will want to see more. Show will have you hooked.
B000JQYE4I,frugalcrafter,5,Season five sees the strike team under investigation yet again.  You know the writing is good when you want the do anything it takes cops to succeed. While every episode is great there will be some big shockers at the end of the season. I am really glad I have the chance to catch up on this well written if gritty show.
B000JQYE4I,Kim,5,Great show always full of action and on the go. Its not a show for kids and some adults may find it offensive but if you can get past that you wont want to miss the next episodes.
B000JQYE4I,linda21,5,Great show lots of suspense good acting keeps you Awake and goes quick fast pace show to bad it's off the air
B000JQYE4I,Pamela S. Halbig,3,Good show.  You get attached to the character's.  Not what expected in a cop type show.  Watching all the seasons on amazon prime has been great.
B000JQYE4I,R. H. Newmark "BobN",5,If you have watched the previous 4 seasons you wont be disappointed with season 5. The characters are expanded upon and some new ones are introduced to keep things fresh.
B000JQYE4I,Richard Newton,3,They hit a slump here. I also think they really miss Glenn Close. When she joined the show the number of viewers went up 30%. With her gone the show really struggles.
B000JQYE4I,Sewpippy "I love to read both fiction and non...,5,I started at the beginning and am working my way through watching every season - when it first came out I did not think I would like it and now I am hooked - great acting and entertainment!!
B000JQYE4I,Shagnasty,4,Vic continues to walk on thin ice and make it to the other side.  A fond farewell to Lem.  We will miss you in Season 6.
B000JQYE4I,Stormy,5,Another season demonstrating the mix of good and not so good that makes up all people.  Adults only please - not a show for the kiddies or the timorous.
B000JQYE4I,William R. Kolbe,5,Every episode was great!
B000JQYE4I,Wolfar,5,Gritty action and lots of it.I detest crooked cops but these guys made you feel for them.Beware lots of blood....
B000MMX5E4,DebbieT,5,A heartbreaking but realisitic version of the suffering of the Jews and the misconception of what should have been and turned out to be something more horrible. Great photos and exact images made you feel like you were right there in person.
